 ,Index,Name,Type,Group,X,Y,Width,Height,Points,Color,Fill,LWidth,Pos,C,Z,T
1,0,null,Point,none,111,121,1,1,1,red,none,0,1,0,1,0
2,1,null,Point,none,124,129,1,1,1,red,none,0,1,0,1,0
3,2,null,Point,none,111,134,1,1,1,red,none,0,1,0,1,0
4,3,null,Point,none,109,113,1,1,1,red,none,0,1,0,1,0
5,4,null,Point,none,126,137,1,1,1,red,none,0,1,0,1,0
6,5,null,Point,none,116,115,1,1,1,red,none,0,1,0,1,0
7,6,null,Point,none,107,127,1,1,1,red,none,0,1,0,1,0
8,7,null,Point,none,103,108,1,1,1,red,none,0,1,0,1,0
9,8,null,Point,none,124,115,1,1,1,red,none,0,1,0,1,0
10,9,null,Point,none,133,133,1,1,1,red,none,0,1,0,1,0
11,10,null,Point,none,120,142,1,1,1,red,none,0,1,0,1,0
12,11,null,Point,none,133,141,1,1,1,red,none,0,1,0,1,0
13,12,null,Point,none,133,150,1,1,1,red,none,0,1,0,1,0
14,13,null,Point,none,100,143,1,1,1,red,none,0,1,0,1,0
15,14,null,Point,none,120,150,1,1,1,red,none,0,1,0,1,0
16,15,null,Point,none,96,117,1,1,1,red,none,0,1,0,1,0
17,16,null,Point,none,97,102,1,1,1,red,none,0,1,0,1,0
18,17,null,Point,none,99,95,1,1,1,red,none,0,1,0,1,0
19,18,null,Point,none,141,153,1,1,1,red,none,0,1,0,1,0
20,19,null,Point,none,128,108,1,1,1,red,none,0,1,0,1,0
21,20,null,Point,none,140,128,1,1,1,red,none,0,1,0,1,0
22,21,null,Point,none,126,155,1,1,1,red,none,0,1,0,1,0
23,22,null,Point,none,106,149,1,1,1,red,none,0,1,0,1,0
24,23,null,Point,none,93,131,1,1,1,red,none,0,1,0,1,0
25,24,null,Point,none,91,96,1,1,1,red,none,0,1,0,1,0
26,25,null,Point,none,133,115,1,1,1,red,none,0,1,0,1,0
27,26,null,Point,none,148,141,1,1,1,red,none,0,1,0,1,0
28,27,null,Point,none,96,150,1,1,1,red,none,0,1,0,1,0
29,28,null,Point,none,99,87,1,1,1,red,none,0,1,0,1,0
30,29,null,Point,none,113,88,1,1,1,red,none,0,1,0,1,0
31,30,null,Point,none,150,156,1,1,1,red,none,0,1,0,1,0
32,31,null,Point,none,143,160,1,1,1,red,none,0,1,0,1,0
33,32,null,Point,none,122,165,1,1,1,red,none,0,1,0,1,0
34,33,null,Point,none,89,113,1,1,1,red,none,0,1,0,1,0
35,34,null,Point,none,119,94,1,1,1,red,none,0,1,0,1,0
36,35,null,Point,none,129,171,1,1,1,red,none,0,1,0,1,0
37,36,null,Point,none,108,160,1,1,1,red,none,0,1,0,1,0
38,37,null,Point,none,85,120,1,1,1,red,none,0,1,0,1,0
39,38,null,Point,none,88,81,1,1,1,red,none,0,1,0,1,0
40,39,null,Point,none,97,80,1,1,1,red,none,0,1,0,1,0
41,40,null,Point,none,144,121,1,1,1,red,none,0,1,0,1,0
42,41,null,Point,none,148,128,1,1,1,red,none,0,1,0,1,0
43,42,null,Point,none,154,149,1,1,1,red,none,0,1,0,1,0
44,43,null,Point,none,151,163,1,1,1,red,none,0,1,0,1,0
45,44,null,Point,none,102,155,1,1,1,red,none,0,1,0,1,0
46,45,null,Point,none,90,144,1,1,1,red,none,0,1,0,1,0
47,46,null,Point,none,83,100,1,1,1,red,none,0,1,0,1,0
48,47,null,Point,none,111,76,1,1,1,red,none,0,1,0,1,0
49,48,null,Point,none,136,107,1,1,1,red,none,0,1,0,1,0
50,49,null,Point,none,145,168,1,1,1,red,none,0,1,0,1,0
51,50,null,Point,none,88,152,1,1,1,red,none,0,1,0,1,0
52,51,null,Point,none,85,128,1,1,1,red,none,0,1,0,1,0
53,52,null,Point,none,84,74,1,1,1,red,none,0,1,0,1,0
54,53,null,Point,none,158,158,1,1,1,red,none,0,1,0,1,0
55,54,null,Point,none,133,178,1,1,1,red,none,0,1,0,1,0
56,55,null,Point,none,122,173,1,1,1,red,none,0,1,0,1,0
57,56,null,Point,none,76,96,1,1,1,red,none,0,1,0,1,0
58,57,null,Point,none,104,75,1,1,1,red,none,0,1,0,1,0
59,58,null,Point,none,117,81,1,1,1,red,none,0,1,0,1,0
60,59,null,Point,none,164,128,1,1,1,red,none,0,1,0,1,0
61,60,null,Point,none,162,174,1,1,1,red,none,0,1,0,1,0
62,61,null,Point,none,114,172,1,1,1,red,none,0,1,0,1,0
63,62,null,Point,none,79,115,1,1,1,red,none,0,1,0,1,0
64,63,null,Point,none,69,73,1,1,1,red,none,0,1,0,1,0
65,64,null,Point,none,90,66,1,1,1,red,none,0,1,0,1,0
66,65,null,Point,none,130,87,1,1,1,red,none,0,1,0,1,0
67,66,null,Point,none,144,107,1,1,1,red,none,0,1,0,1,0
68,67,null,Point,none,165,144,1,1,1,red,none,0,1,0,1,0
